1,1.005295878
2,1.300737503
3,1.99055794
4,1.974018795
5,2.483333333
6,2.969032258
7,3.256565657
8,2.4933687
9,3.063882064
10,3.165289256
11,3.463768116
12,2.632887189
13,3.896193772
14,4.32884097
15,4.56424581
16,14.85618729
17,4.720779221
18,4.366812227
19,5.021276596
20,4.709677419
21,4.593984962
22,4.96350365
23,7.920792079
24,3.911764706
25,5.477777778
26,6.63559322
27,4.347826087
28,4.974226804
29,6.197530864
30,5.953333333
31,7.946428571
32,15.20192308
33,6.8
34,7.627906977
35,9.1375
36,6.693181818
37,10.5106383
38,8.367346939
39,9.106382979
40,6.491525424
41,11.23684211
42,9.26
43,9.172413793
44,8.803921569
45,12.51851852
46,8.048780488
47,9.807692308
48,13.67241379
49,9.580645161
50,7.136363636
51,13.08695652
52,10.97435897
53,10.35483871
54,8.857142857
55,7.8
56,4.507042254
57,10.53571429
58,12.04166667
59,9.75
60,5.787878788
61,8.4
62,7.538461538
63,12.10526316
64,15.76
65,8.666666667
66,16.72727273
67,6.772727273
68,10.86363636
69,12.15384615
70,7.733333333
71,12.25
72,12.72413793
73,17.73333333
74,14.94117647
75,9
76,15.04545455
77,8.642857143
78,19.23529412
79,11.69230769
80,37.03703704
81,5.3
82,16.52941176
83,17
84,10.26315789
85,26.7
86,11.57142857
87,22.21428571
88,17.89473684
89,13.76470588
90,25.69565217
91,20.8125
92,2.375
93,12
94,18.77777778
95,23.58333333
96,19
97,15
98,16.16666667
99,6.3
100,20.85714286
101,19.26315789
102,29.33333333
103,17.88888889
104,17.44444444
105,17.78571429
106,12.55555556
107,19.6
108,10.46666667
109,25.14285714
110,14.78571429
111,13.35714286
112,4.615384615
113,16.63636364
114,8.083333333
115,16
116,34.25
117,22.78571429
118,28.68421053
119,13.2
120,7.055555556
121,7.666666667
122,16.69230769
123,36.75
124,23.8
125,13.66666667
126,18
127,20
128,13
129,6.166666667
130,17.5
131,9.625
132,15.66666667
133,33.57142857
134,17
135,21.125
136,20.90909091
137,14.14285714
138,25.75
139,36.8
140,18.9375
141,64.42857143
142,22.92857143
144,22.09090909
145,1
146,17.5
147,16.16666667
148,22.55555556
149,35.36363636
150,31.5
151,21.75
152,3.833333333
153,18
154,34
155,25
156,38.66666667
157,11
158,24.76923077
159,24.66666667
160,24.4
161,24.09090909
162,32.5
163,21
164,9.333333333
165,62.66666667
166,31
167,3
168,20.125
169,4.25
170,22.4
171,26.5
172,26.75
173,22.5
174,28.57142857
175,22.77777778
176,4
177,25
178,42.33333333
179,26.66666667
180,42.41176471
181,53.33333333
182,92
183,14.83333333
184,16.6
185,12
186,4
187,15.2
188,58.5
189,26.83333333
190,35.14285714
191,8.5
192,23.6
193,10
194,9
195,1
196,12.14285714
197,18
198,44
199,1
200,21
201,15.66666667
202,81
203,2.5
204,52
205,6
206,22.14285714
207,19.6
208,39
209,91
210,47.25
211,39.83333333
212,6.666666667
213,13.33333333
214,25.66666667
216,20.75
217,14
218,63.33333333
219,50.5
220,7.75
221,58.33333333
222,27
223,30.5
224,46.25
225,16.66666667
226,2
227,31
228,7
229,32
230,26.5
231,49.33333333
232,38
233,23
234,39.66666667
235,1
236,25.5
237,23
238,42.66666667
239,92.33333333
240,2.5
242,35.4
243,18.1
246,7.333333333
247,43.5
248,44.375
249,1
250,10.75
251,1.333333333
252,31.75
254,51
255,68
256,80
257,47
258,33.16666667
259,71
260,62.75
261,44.5
262,15
263,67
264,69.66666667
266,35.83333333
267,25.33333333
268,60
269,26.33333333
270,46
272,103.5
274,59.5
275,9
276,64
277,11.5
278,80
280,29.4
281,77
282,18.4
283,53.33333333
284,26.75
285,89
286,28.6
287,90.5
288,2
289,14.33333333
291,9
292,44.25
294,32
295,20.83333333
296,69
298,110.3333333
299,3
300,44.5
301,36.5
302,62
303,35
304,13.5
305,44
307,33.5
308,61
309,11
310,20
311,155
312,32
313,5.333333333
314,35
315,24
316,73
318,53.33333333
319,132
320,80
321,46.33333333
322,18
323,11.5
324,25.5
327,47
328,47
329,26
330,7
332,80
334,116
336,44
338,1
339,8
341,10
342,45.5
343,25
344,5
345,63.5
346,1
347,8.5
349,59.5
351,213
353,13
354,4.5
357,8
358,7
360,46
361,93
364,6
365,10
366,77
367,55
368,65
369,36
370,24
372,117
374,3
376,36
377,55
378,43.75
379,37.5
380,67
382,57
383,116
385,5
386,3
387,84
388,62
390,65.5
391,83.5
392,117
393,7
394,8
395,65.5
396,85
397,78
398,150.6666667
399,50
401,57
403,196
404,30.25
406,114.4
407,42
408,119.3333333
409,34
410,29
412,20
415,11.83333333
417,52.5
418,12
420,102
421,67
422,101
424,209
425,22
427,151.5
428,57.33333333
429,58.5
430,3
433,120
435,6
436,37
438,63
441,5
442,10
444,95.33333333
445,120
446,12
448,125
449,24.5
450,34
451,67.5
462,71
464,175
465,96
466,129
468,36.5
470,24
471,6
472,30.5
473,26.5
476,89
477,122
478,13.66666667
479,64
480,138
483,7
484,83.5
485,92
487,6
490,245
491,77
496,50
497,26
498,71
499,6
500,148
504,22
505,112
506,18
511,172
512,7
514,110
515,182
516,5
518,11
519,61
520,26
521,15
524,162
526,68.5
527,123
529,44
530,267
533,117
534,9
535,194
536,9.666666667
537,73
540,55.25
541,153
546,180
547,10
549,54
551,210
555,53.33333333
556,26
557,13
559,9
564,77
571,93
576,74
578,141
580,82
582,194
583,67
584,60.66666667
586,9
588,88
592,80
594,80
595,4
596,72.75
597,44
601,88
602,131.3333333
604,16
605,16
606,13
607,16
614,8
615,32
616,11
618,37
619,105
621,18
622,9
623,18
624,92
630,65.5
636,89
637,121
639,16
640,3
642,11.5
645,82
649,16
650,31.5
651,39
658,174
660,3
661,180
662,120
664,71
667,37
669,3
674,93
675,86
677,16
679,291
681,256
682,257
683,156.5
684,302
687,140
691,43
696,9
704,176
705,18
710,125
712,34
713,4
716,193.5
723,93.5
724,2
727,121
729,347
735,2
737,7
738,16
750,27
754,107
755,16
758,140
760,52
761,20
762,183
764,189
765,4
767,11.5
768,27
770,2
772,137
775,2
776,48
784,16
786,75.33333333
787,6
788,107
790,65.33333333
792,147
798,16
801,3.5
803,51
804,58
812,36
814,16
822,112
825,319
828,341
831,31
834,70
836,120
839,101.5
841,140
857,11
860,63
861,13
862,15
867,133.5
868,68
871,13
873,19
874,148
880,114
886,11
887,341
888,150.5
893,10
894,10
900,15
902,302
905,9
908,8
910,66
912,118
913,154
917,100
924,223
934,10
936,118
939,11
943,12
944,225
950,137
954,29
955,9
960,13.5
963,9
964,22
976,162
977,16
980,12
983,21
988,18
989,55
1004,557
1016,19
1018,9
1020,17
1029,16
1030,19
1032,58
1039,19
1045,15
1048,190
1051,164
1055,65
1061,461
1068,16
1075,364
1087,14
1091,16
1092,16
1093,45
1109,268
1110,80.5
1111,105
1112,186.5
1115,44
1117,348
1120,196
1122,165
1132,43
1143,87
1145,113
1148,73
1160,51
1173,64
1175,101
1176,277
1199,10
1205,25
1211,205
1222,56
1226,96
1229,158
1230,195.5
1231,269
1238,117.5
1240,7
1243,46
1248,17
1250,144.25
1264,218
1265,215
1268,150
1270,228
1275,120
1282,213
1289,6
1293,16
1294,112
1299,161
1312,214
1316,256
1328,46
1332,134
1334,144
1341,93
1342,9
1346,255
1360,48
1364,216
1369,47
1372,17
1376,37
1384,75
1390,300
1395,10
1401,145
1402,300
1403,16
1404,70
1408,309
1418,125
1434,106
1450,9
1462,16
1466,16
1467,238
1471,8
1473,7
1476,8
1477,100.5
1492,10
1495,389
1502,309
1503,404
1514,45
1523,10
1525,16
1526,299
1527,267
1541,42
1576,347
1580,126
1583,13
1600,46
1616,423
1620,9
1624,340
1632,18
1635,209
1672,131
1697,318
1703,47
1717,78
1724,471
1736,50
1751,28
1764,62
1782,78
1783,222
1790,244
1797,27
1804,175
1817,45
1831,171
1838,153
1870,175
1880,173
1887,45
1911,46
1932,190
1943,62
1950,24
1995,257
2003,22
2015,209
2019,64
2020,62
2038,272
2061,127
2078,144
2092,17
2153,226
2231,33
2234,297
2260,159
2335,278
2389,62
2416,265
2439,48
2456,124
2502,84
2541,335
2547,92
2567,33
2665,300
2671,46
2689,178
2702,28
2740,45
2745,18
2753,377
2771,263
2789,279
2801,210
2822,341
2889,341
2892,360
2918,103
2929,273
2936,154
2954,69
3004,278
3024,46
3030,46
3038,99
3045,64
3075,154
3119,423
3128,111
3183,46
3290,92
3298,223
3311,69
3330,64
3352,73
3380,73
3390,162
3393,73
3408,73
3445,415
3686,194
3712,46
3718,129
3803,73
3829,109
4008,484
4041,65
4181,214
4255,259
4275,50
4348,60
4389,76
4422,67
4711,296
4806,433
4859,383
4982,62
5526,256
7343,60
