t13,1,2072,26
t804,2,1435,22
t1109,3,1400,25
t911,4,1303,25
t1281,5,1230,23
t1184,6,1226,21
t137,7,1218,26
t1201,8,1175,23
t1280,9,979,23
t1169,10,949,22
t1300,11,935,20
t1322,12,881,22
t144,13,841,23
t909,14,806,22
t671,15,784,19
t1180,16,781,21
t105,17,769,24
t1158,18,711,21
t678,19,708,17
t85,20,643,22
t1990,21,616,8
t1168,22,613,23
t1160,23,585,19
t1301,24,575,20
t1299,25,570,19
t1258,26,546,19
t1298,27,531,20
t148,28,524,23
t141,29,483,22
t812,30,479,19
t1302,31,477,19
t8,32,464,9
t1939,33,456,8
t1143,34,453,19
t1319,35,450,20
t2066,36,447,15
t1321,37,446,19
t111,38,440,21
t6048,39,430,7
t66,40,422,22
t1154,41,422,15
t1291,42,385,17
t28,43,358,25
t2337,44,358,15
t1320,45,356,19
t88,46,354,20
t1167,47,348,20
t1108,48,347,16
t95,49,345,21
t566,50,339,22
t1692,51,336,15
t670,52,329,14
t1028,53,327,12
t1288,54,321,11
t969,55,311,18
t859,56,306,11
t1244,57,288,16
t2067,58,283,15
t2069,59,283,15
t2071,60,283,15
t14,61,282,21
t1623,62,277,5
t565,63,275,21
t1323,64,275,18
t667,65,273,22
t852,66,269,15
t676,67,268,15
t43,68,266,15
t1324,69,264,13
t255,70,262,20
t997,71,254,17
t1693,72,250,15
t1697,73,250,15
t1695,74,248,15
t1159,75,246,15
t819,76,245,17
t1290,77,243,11
t1148,78,238,14
t862,79,236,12
t869,80,229,10
t1456,81,228,13
t708,82,225,16
t5728,83,216,9
t1149,84,216,5
t1297,85,210,14
t22,86,210,3
t722,87,207,16
t1699,88,207,15
t1502,89,207,10
t2047,90,206,16
t2048,91,206,16
t1694,92,206,15
t1698,93,205,15
t1596,94,205,14
t1598,95,205,14
t1085,96,205,10
t1246,97,204,15
t2064,98,201,15
t2065,99,201,15
t2070,100,201,15
t1171,101,201,14
t697,102,200,17
t1292,103,200,10
t67,104,198,16
t1361,105,198,3
t1268,106,197,9
t1238,107,196,10
t1289,108,194,10
t737,109,193,14
t1370,110,193,3
t102,111,192,18
t1155,112,191,14
t1275,113,191,9
t1279,114,190,9
t1276,115,187,9
t1384,116,184,3
t1696,117,183,15
t1156,118,183,6
t89,119,182,19
t1597,120,182,14
t690,121,179,16
t1175,122,177,14
t1513,123,174,7
t135,124,173,15
t136,125,172,14
t139,126,172,11
t2049,127,170,16
t1218,128,169,14
t1170,129,167,14
t1418,130,166,14
t694,131,165,13
t1750,132,163,16
t1208,133,162,10
t2068,134,160,15
t1136,135,157,10
t1260,136,156,9
t1325,137,155,12
t866,138,153,12
t76,139,152,17
t1038,140,152,14
t1220,141,148,13
t703,142,147,15
t1617,143,146,2
t1225,144,145,13
t864,145,145,12
t2244,146,144,15
t1195,147,144,14
t1316,148,144,14
t9586,149,144,1
t9588,150,144,1
t83,151,143,15
t1222,152,143,10
t1266,153,142,11
t3743,154,141,5
t145,155,136,14
t776,156,132,13
t5733,157,132,9
t1221,158,131,9
t5729,159,131,9
t1419,160,130,14
t5732,161,130,9
t1209,162,129,9
t1738,163,129,1
t119,164,128,15
t2462,165,128,7
t1595,166,126,9
t1608,167,126,1
t9580,168,126,1
t1618,169,124,1
t1512,170,121,7
t116,171,120,17
t1594,172,120,5
t2335,173,120,2
t11355,174,120,1
t11356,175,120,1
t11357,176,120,1
t11358,177,120,1
t11359,178,120,1
t11360,179,120,1
t11361,180,120,1
t11362,181,120,1
t11363,182,120,1
t11364,183,120,1
t11365,184,120,1
t11366,185,120,1
t11367,186,120,1
t11368,187,120,1
t11369,188,120,1
t11370,189,120,1
t2332,190,118,2
t5538,191,116,8
t1327,192,115,5
t1328,193,115,5
t1334,194,115,5
t1337,195,115,5
t1310,196,115,4
t2328,197,115,2
t1139,198,114,9
t811,199,113,14
t1927,200,112,8
t1928,201,112,8
t1599,202,111,1
t1600,203,111,1
t5768,204,110,3
t1607,205,110,1
t142,206,107,10
t143,207,107,10
t147,208,107,10
t1205,209,107,5
t735,210,106,19
t72,211,106,18
t1203,212,106,5
t1601,213,106,1
t5713,214,105,6
t1602,215,105,1
t1610,216,105,1
t17,217,104,2
t11303,218,101,1
t11304,219,101,1
t11305,220,101,1
t11306,221,101,1
t11307,222,101,1
t11308,223,101,1
t11309,224,101,1
t11310,225,101,1
t11311,226,101,1
t11312,227,101,1
t11313,228,101,1
t11314,229,101,1
t11315,230,101,1
t11316,231,101,1
t11317,232,101,1
t11318,233,101,1
t1994,234,100,5
t24,235,100,1
t1611,236,100,1
t3738,237,100,1
t11319,238,100,1
t11320,239,100,1
t11321,240,100,1
t11322,241,100,1
t11323,242,100,1
t11324,243,100,1
t11325,244,100,1
t11326,245,100,1
t11327,246,100,1
t11328,247,100,1
t11329,248,100,1
t11330,249,100,1
t11331,250,100,1
t11332,251,100,1
t11333,252,100,1
t11334,253,100,1
t1958,254,99,5
t11339,255,98,1
t11340,256,98,1
t11341,257,98,1
t11342,258,98,1
t11343,259,98,1
t11344,260,98,1
t11345,261,98,1
t11346,262,98,1
t11347,263,98,1
t11348,264,98,1
t11349,265,98,1
t11350,266,98,1
t11351,267,98,1
t11352,268,98,1
t11353,269,98,1
t11354,270,98,1
t1794,271,97,3
t860,272,95,8
t3741,273,94,1
t11336,274,92,1
t1157,275,91,5
t11337,276,91,1
t11338,277,91,1
t1364,278,90,8
t1365,279,90,8
t1366,280,90,8
t1367,281,90,8
t1259,282,90,6
t1261,283,90,6
t1262,284,90,6
t1145,285,90,5
t1151,286,90,5
t1153,287,90,5
t63,288,90,2
t11335,289,90,1
t1150,290,89,5
t3740,291,89,3
t1453,292,88,12
t5730,293,88,9
t2575,294,88,3
t84,295,87,11
t86,296,87,11
t68,297,86,10
t920,298,86,9
t5731,299,85,9
t1265,300,85,8
t1147,301,85,5
t1585,302,85,1
t11,303,84,15
t1306,304,84,9
t2430,305,84,3
t2998,306,84,3
t5931,307,84,1
t1200,308,83,9
t5726,309,83,9
t1142,310,83,5
t125,311,82,13
t1226,312,82,5
t2286,313,82,4
t1500,314,81,13
t1362,315,81,9
t1363,316,81,9
t3417,317,81,3
t4597,318,81,1
t1929,319,80,8
t1135,320,80,6
t3440,321,80,5
t3434,322,80,3
t1936,323,80,2
t1932,324,79,2
t26,325,78,13
t1192,326,78,7
t5924,327,78,3
t1504,328,77,12
t5764,329,77,2
t1144,330,76,6
t1146,331,76,6
t3437,332,76,3
t1814,333,76,1
t140,334,75,10
t146,335,75,10
t149,336,75,10
t1495,337,75,7
t1819,338,75,1
t863,339,74,6
t10024,340,74,2
t1811,341,74,1
t5707,342,73,6
t5708,343,73,6
t87,344,72,11
t127,345,72,11
t1455,346,72,9
t5712,347,72,6
t2432,348,72,3
t2570,349,72,1
t2572,350,72,1
t51,351,71,5
t2436,352,71,3
t1807,353,71,1
t1161,354,70,6
t1163,355,70,6
t2429,356,70,2
t5922,357,70,2
t5926,358,70,2
t806,359,70,1
t152,360,69,13
t2598,361,69,3
t1685,362,69,2
t910,363,68,10
t1255,364,68,5
t2825,365,68,3
t2578,366,68,2
t1152,367,67,6
t7,368,66,7
t5716,369,66,7
t5717,370,66,7
t1162,371,66,6
t1164,372,66,6
t1639,373,66,6
t2418,374,66,2
t2579,375,66,2
t9871,376,66,1
t5727,377,65,9
t1570,378,65,5
t1687,379,65,2
t1223,380,64,4
t1228,381,64,4
t1227,382,64,3
t1603,383,64,2
t1581,384,64,1
t1605,385,64,1
t1612,386,64,1
t1614,387,64,1
t1616,388,64,1
t3765,389,64,1
t688,390,63,6
t3736,391,63,3
t1584,392,63,1
t1736,393,63,1
t1812,394,63,1
t2581,395,63,1
t2583,396,63,1
t94,397,62,13
t1211,398,62,4
t3722,399,62,4
t3723,400,62,4
t5923,401,62,2
t5932,402,62,2
t1138,403,61,4
t1140,404,61,4
t1216,405,61,4
t1219,406,61,4
t1577,407,61,1
t1737,408,61,1
t2549,409,61,1
t2550,410,61,1
t9581,411,61,1
t2590,412,60,9
t2541,413,60,7
t2542,414,60,7
t2543,415,60,7
t2544,416,60,7
t1303,417,60,6
t1304,418,60,6
t1305,419,60,6
t1391,420,60,5
t1399,421,60,5
t1408,422,60,5
t2033,423,60,5
t1213,424,60,4
t138,425,59,10
t1134,426,59,7
t1256,427,59,5
t1398,428,59,5
t1215,429,59,3
t3730,430,59,3
t1821,431,59,1
t1182,432,58,7
t1198,433,58,7
