t13,1,7490,27
t804,2,6425,28
t1109,3,6135,26
t911,4,4206,25
t1281,5,3375,23
t1184,6,3375,25
t137,7,2965,24
t1201,8,2776,23
t1280,9,2466,22
t1169,10,2016,19
t1300,11,1797,22
t1322,12,1678,21
t144,13,1585,23
t909,14,1572,26
t671,15,1564,23
t1180,16,1556,25
t105,17,1439,22
t1158,18,1362,10
t678,19,1095,15
t85,20,902,20
t1990,21,886,17
t1168,22,857,9
t1160,23,825,18
t1301,24,758,22
t1299,25,717,12
t1258,26,702,6
t1298,27,685,20
t148,28,683,20
t141,29,679,20
t812,30,664,10
t1302,31,663,8
t8,32,649,15
t1939,33,645,12
t1143,34,638,21
t1319,35,600,28
t2066,36,596,17
t1321,37,594,9
t111,38,574,20
t6048,39,566,21
t66,40,532,7
t1154,41,502,4
t1291,42,496,7
t28,43,477,1
t2337,44,466,8
t1320,45,464,11
t88,46,445,7
t1167,47,422,6
t1108,48,420,17
t95,49,419,11
t566,50,410,2
t1692,51,407,3
t670,52,386,16
t1028,53,370,8
t1288,54,362,6
t969,55,338,1
t859,56,337,6
t1244,57,335,3
t2067,58,325,6
t2069,59,325,11
t2071,60,325,11
t14,61,324,10
t1623,62,324,11
t565,63,311,11
t1323,64,307,1
t667,65,305,4
t852,66,304,1
t676,67,301,6
t43,68,295,9
t1324,69,289,6
t255,70,279,5
t997,71,279,7
t1693,72,268,1
t1697,73,268,4
t1695,74,264,5
t1159,75,264,8
t819,76,260,3
t1290,77,250,9
t1148,78,239,3
t862,79,230,2
t869,80,228,1
t1456,81,228,1
t708,82,226,14
t5728,83,225,11
t1149,84,219,4
t1297,85,213,3
t22,86,212,1
t722,87,211,1
t1699,88,210,1
t1502,89,207,2
t2047,90,207,4
t2048,91,207,5
t1694,92,202,3
t1698,93,201,3
t1596,94,198,14
t1598,95,194,9
t1085,96,189,2
t1246,97,184,1
t2064,98,179,1
t2065,99,174,3
t2070,100,174,6
t1171,101,174,7
t697,102,172,1
t1292,103,170,3
t67,104,165,5
t1361,105,165,6
t1268,106,163,2
t1238,107,163,3
t1289,108,160,1
t737,109,159,1
t1370,110,156,1
t102,111,153,1
t1155,112,151,13
t1275,113,149,2
t1279,114,148,10
t1276,115,144,1
t1384,116,138,1
t1696,117,138,1
t1156,118,138,1
t89,119,135,3
t1597,120,134,3
t690,121,133,1
t1175,122,133,1
t1513,123,133,1
t135,124,133,1
t136,125,133,1
t139,126,133,1
t2049,127,133,4
t1218,128,132,1
t1170,129,132,1
t1418,130,130,6
t694,131,129,1
t1750,132,129,3
t1208,133,128,5
t2068,134,125,5
t1136,135,122,3
t1260,136,122,4
t1325,137,121,11
t866,138,120,1
t76,139,120,1
t1038,140,120,1
t1220,141,120,1
t703,142,120,1
t1617,143,120,1
t1225,144,120,1
t864,145,120,1
t2244,146,120,1
t1195,147,120,1
t1316,148,120,1
t9586,149,120,1
t9588,150,120,1
t83,151,120,1
t1222,152,120,1
t1266,153,120,1
t3743,154,120,2
t145,155,120,2
t776,156,120,6
t5733,157,119,1
t1221,158,117,1
t5729,159,116,10
t1419,160,115,1
t5732,161,114,1
t1209,162,113,1
t1738,163,113,1
t119,164,112,1
t2462,165,111,3
t1595,166,110,4
t1608,167,109,1
t9580,168,109,2
t1618,169,109,4
t1512,170,108,1
t116,171,107,1
t1594,172,106,1
t2335,173,106,3
t11355,174,104,2
t11356,175,103,5
t11357,176,101,1
t11358,177,101,1
t11359,178,101,1
t11360,179,101,1
t11361,180,101,1
t11362,181,101,1
t11363,182,101,1
t11364,183,101,1
t11365,184,101,1
t11366,185,101,1
t11367,186,101,1
t11368,187,101,1
t11369,188,101,1
t11370,189,101,1
t2332,190,101,1
t5538,191,101,1
t1327,192,101,1
t1328,193,101,3
t1334,194,100,1
t1337,195,100,1
t1310,196,100,1
t2328,197,100,1
t1139,198,100,1
t811,199,100,1
t1927,200,100,1
t1928,201,100,1
t1599,202,100,1
t1600,203,100,1
t5768,204,100,1
t1607,205,100,1
t142,206,100,1
t143,207,100,1
t147,208,100,1
t1205,209,100,1
t735,210,100,1
t72,211,100,4
t1203,212,99,1
t1601,213,99,1
t5713,214,99,5
t1602,215,98,1
t1610,216,98,1
t17,217,98,1
t11303,218,98,1
t11304,219,98,1
t11305,220,98,1
t11306,221,98,1
t11307,222,98,1
t11308,223,98,1
t11309,224,98,1
t11310,225,98,1
t11311,226,98,1
t11312,227,98,1
t11313,228,98,1
t11314,229,98,1
t11315,230,98,1
t11316,231,98,10
t11317,232,97,1
t11318,233,97,1
t1994,234,96,2
t24,235,96,10
t1611,236,95,1
t3738,237,94,1
